Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,random_forest_n100_depth10_leaf5,,0.3738,0.5478,39.9147,31.8184,29.9285,5072
hourly,validation,random_forest_n100_depth10_leaf5,0,0.2011,0.2986,35.3395,29.6092,31.9021,211
hourly,validation,random_forest_n100_depth10_leaf5,1,0.1536,0.2617,29.4703,25.3814,29.0185,211
hourly,validation,random_forest_n100_depth10_leaf5,2,0.138,0.2421,27.0835,24.1655,28.7105,211
hourly,validation,random_forest_n100_depth10_leaf5,3,0.1142,0.2033,25.6054,22.0647,26.4547,211
hourly,validation,random_forest_n100_depth10_leaf5,4,0.1225,0.1887,29.1606,26.4014,29.7882,211
hourly,validation,random_forest_n100_depth10_leaf5,5,0.1433,0.2056,30.7527,29.8213,32.7219,211
hourly,validation,random_forest_n100_depth10_leaf5,6,0.2866,0.3628,45.2861,35.5989,34.6064,211
hourly,validation,random_forest_n100_depth10_leaf5,7,0.5182,0.6411,45.5814,36.4193,29.2491,212
hourly,validation,random_forest_n100_depth10_leaf5,8,0.3874,0.4956,32.3203,27.0786,23.4806,212
hourly,validation,random_forest_n100_depth10_leaf5,9,0.3156,0.4292,28.7596,23.024,20.3271,212
hourly,validation,random_forest_n100_depth10_leaf5,10,0.3363,0.4823,27.722,23.8692,22.2572,212
hourly,validation,random_forest_n100_depth10_leaf5,11,0.394,0.6185,38.5431,28.8057,26.1059,212
hourly,validation,random_forest_n100_depth10_leaf5,12,0.4424,0.6488,42.9241,33.0069,30.3365,212
hourly,validation,random_forest_n100_depth10_leaf5,13,0.413,0.5581,48.2297,35.5935,30.4316,212
hourly,validation,random_forest_n100_depth10_leaf5,14,0.4387,0.6278,53.1036,37.8784,34.987,212
hourly,validation,random_forest_n100_depth10_leaf5,15,0.4476,0.6541,54.2149,39.7451,37.6583,211
hourly,validation,random_forest_n100_depth10_leaf5,16,0.3991,0.5708,46.3345,36.6338,34.1074,211
hourly,validation,random_forest_n100_depth10_leaf5,17,0.4815,0.717,45.3605,37.3816,36.254,211
hourly,validation,random_forest_n100_depth10_leaf5,18,0.5135,0.7049,43.823,34.8356,31.4425,211
hourly,validation,random_forest_n100_depth10_leaf5,19,0.6359,0.798,37.0536,33.9401,30.5724,211
hourly,validation,random_forest_n100_depth10_leaf5,20,0.6629,0.833,40.2367,32.6846,28.9389,211
hourly,validation,random_forest_n100_depth10_leaf5,21,0.5391,0.6707,39.8378,29.5067,26.1624,211
hourly,validation,random_forest_n100_depth10_leaf5,22,0.5033,0.6116,52.2966,36.7809,33.3655,211
hourly,validation,random_forest_n100_depth10_leaf5,23,0.381,0.4814,58.9227,43.4559,42.8652,211
summary,test,random_forest_n100_depth10_leaf5,,0.329,0.4739,44.5783,35.213,34.3397,5073
hourly,test,random_forest_n100_depth10_leaf5,0,0.2339,0.3841,34.583,31.0595,35.4688,211
hourly,test,random_forest_n100_depth10_leaf5,1,0.1825,0.2987,29.9279,28.6624,32.1384,211
hourly,test,random_forest_n100_depth10_leaf5,2,0.1691,0.2658,29.8505,28.9324,32.0211,211
hourly,test,random_forest_n100_depth10_leaf5,3,0.1281,0.2118,25.7184,24.4993,27.4295,211
hourly,test,random_forest_n100_depth10_leaf5,4,0.1541,0.2371,31.7445,29.6726,33.2481,211
hourly,test,random_forest_n100_depth10_leaf5,5,0.1522,0.2468,32.9297,29.5387,33.9162,211
hourly,test,random_forest_n100_depth10_leaf5,6,0.2596,0.3256,53.0639,38.6145,39.8696,211
hourly,test,random_forest_n100_depth10_leaf5,7,0.4275,0.5429,50.992,38.2863,32.3277,211
hourly,test,random_forest_n100_depth10_leaf5,8,0.33,0.4363,40.4374,30.5585,26.2377,211
hourly,test,random_forest_n100_depth10_leaf5,9,0.3286,0.4533,39.9081,31.2707,27.4309,211
hourly,test,random_forest_n100_depth10_leaf5,10,0.3726,0.5101,48.6939,36.6338,32.7622,211
hourly,test,random_forest_n100_depth10_leaf5,11,0.3734,0.5294,46.5612,35.6868,32.8442,211
hourly,test,random_forest_n100_depth10_leaf5,12,0.3834,0.5511,45.7456,35.974,34.6985,211
hourly,test,random_forest_n100_depth10_leaf5,13,0.3527,0.4682,46.6348,36.3749,33.8695,211
hourly,test,random_forest_n100_depth10_leaf5,14,0.3803,0.5168,56.3434,41.1817,38.7138,211
hourly,test,random_forest_n100_depth10_leaf5,15,0.3527,0.4802,50.3764,39.4188,38.8643,212
hourly,test,random_forest_n100_depth10_leaf5,16,0.3249,0.4328,54.454,39.9778,39.5748,212
hourly,test,random_forest_n100_depth10_leaf5,17,0.3512,0.4944,52.0919,40.5207,39.7326,212
hourly,test,random_forest_n100_depth10_leaf5,18,0.4575,0.6623,56.0792,42.3726,42.7069,212
hourly,test,random_forest_n100_depth10_leaf5,19,0.431,0.5896,52.3172,37.7358,33.2888,212
hourly,test,random_forest_n100_depth10_leaf5,20,0.4751,0.6104,47.1289,35.744,32.2901,212
hourly,test,random_forest_n100_depth10_leaf5,21,0.4973,0.6432,48.1037,36.1359,32.7912,212
hourly,test,random_forest_n100_depth10_leaf5,22,0.4322,0.5569,48.7239,35.8936,35.7588,212
hourly,test,random_forest_n100_depth10_leaf5,23,0.344,0.4952,47.2082,40.218,40.5086,212
