Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,random_forest_n100_depth20_leaf1,,0.3808,0.5538,41.4146,32.3536,30.4907,5072
hourly,validation,random_forest_n100_depth20_leaf1,0,0.2112,0.3157,36.8272,30.8675,33.4971,211
hourly,validation,random_forest_n100_depth20_leaf1,1,0.1559,0.2613,30.1431,25.792,29.4522,211
hourly,validation,random_forest_n100_depth20_leaf1,2,0.1444,0.2463,29.0716,25.3667,30.0555,211
hourly,validation,random_forest_n100_depth20_leaf1,3,0.1228,0.2058,28.4851,24.1429,28.4326,211
hourly,validation,random_forest_n100_depth20_leaf1,4,0.1358,0.1979,33.5233,29.0245,33.0325,211
hourly,validation,random_forest_n100_depth20_leaf1,5,0.1589,0.2149,35.8069,32.6141,36.2779,211
hourly,validation,random_forest_n100_depth20_leaf1,6,0.2979,0.377,47.294,36.3938,35.9795,211
hourly,validation,random_forest_n100_depth20_leaf1,7,0.4977,0.6171,45.4973,35.0695,28.0933,212
hourly,validation,random_forest_n100_depth20_leaf1,8,0.3771,0.4931,32.3743,26.2379,22.8613,212
hourly,validation,random_forest_n100_depth20_leaf1,9,0.3177,0.4341,29.3169,22.8212,20.4594,212
hourly,validation,random_forest_n100_depth20_leaf1,10,0.3357,0.4887,28.2877,23.7821,22.2162,212
hourly,validation,random_forest_n100_depth20_leaf1,11,0.3979,0.61,40.4249,28.7209,26.3607,212
hourly,validation,random_forest_n100_depth20_leaf1,12,0.4584,0.6616,44.1018,33.766,31.4362,212
hourly,validation,random_forest_n100_depth20_leaf1,13,0.4277,0.5687,49.4695,36.3795,31.5158,212
hourly,validation,random_forest_n100_depth20_leaf1,14,0.4455,0.6362,53.5386,37.5514,35.5318,212
hourly,validation,random_forest_n100_depth20_leaf1,15,0.4611,0.6804,53.79,39.4664,38.7906,211
hourly,validation,random_forest_n100_depth20_leaf1,16,0.4069,0.573,46.8535,36.8871,34.7672,211
hourly,validation,random_forest_n100_depth20_leaf1,17,0.4853,0.7185,45.8591,37.4753,36.5366,211
hourly,validation,random_forest_n100_depth20_leaf1,18,0.5238,0.7143,46.3769,35.6314,32.0737,211
hourly,validation,random_forest_n100_depth20_leaf1,19,0.6318,0.7875,39.1387,33.5764,30.3738,211
hourly,validation,random_forest_n100_depth20_leaf1,20,0.6667,0.8323,41.3898,32.9142,29.1024,211
hourly,validation,random_forest_n100_depth20_leaf1,21,0.563,0.7002,41.2499,30.4501,27.3216,211
hourly,validation,random_forest_n100_depth20_leaf1,22,0.5252,0.6364,53.7908,37.8002,34.8196,211
hourly,validation,random_forest_n100_depth20_leaf1,23,0.3892,0.4959,61.3788,43.8245,43.7902,211
summary,test,random_forest_n100_depth20_leaf1,,0.3353,0.4803,45.8537,35.7407,34.9906,5073
hourly,test,random_forest_n100_depth20_leaf1,0,0.2375,0.3846,35.662,32.1475,36.0248,211
hourly,test,random_forest_n100_depth20_leaf1,1,0.1878,0.2986,31.4001,29.5587,33.0852,211
hourly,test,random_forest_n100_depth20_leaf1,2,0.1788,0.2751,32.3224,30.5898,33.8535,211
hourly,test,random_forest_n100_depth20_leaf1,3,0.1341,0.2225,27.2786,25.4102,28.73,211
hourly,test,random_forest_n100_depth20_leaf1,4,0.1627,0.2412,34.1578,31.196,35.0909,211
hourly,test,random_forest_n100_depth20_leaf1,5,0.1657,0.2577,37.3976,32.0596,36.9294,211
hourly,test,random_forest_n100_depth20_leaf1,6,0.2651,0.3348,53.4833,38.5976,40.7124,211
hourly,test,random_forest_n100_depth20_leaf1,7,0.4237,0.5453,53.1184,38.2735,32.0412,211
hourly,test,random_forest_n100_depth20_leaf1,8,0.3332,0.439,42.0345,30.8154,26.4911,211
hourly,test,random_forest_n100_depth20_leaf1,9,0.3416,0.462,41.2548,32.3507,28.5099,211
hourly,test,random_forest_n100_depth20_leaf1,10,0.3704,0.5035,48.9126,36.0481,32.5664,211
hourly,test,random_forest_n100_depth20_leaf1,11,0.3709,0.5272,46.8926,35.2086,32.6279,211
hourly,test,random_forest_n100_depth20_leaf1,12,0.3914,0.5642,46.1248,36.3446,35.4279,211
hourly,test,random_forest_n100_depth20_leaf1,13,0.352,0.47,45.6198,35.8266,33.8018,211
hourly,test,random_forest_n100_depth20_leaf1,14,0.3955,0.5376,56.1296,41.9762,40.2576,211
hourly,test,random_forest_n100_depth20_leaf1,15,0.3558,0.4899,49.0058,38.8362,39.2008,212
hourly,test,random_forest_n100_depth20_leaf1,16,0.3314,0.4408,54.1625,39.986,40.3714,212
hourly,test,random_forest_n100_depth20_leaf1,17,0.3729,0.5115,55.4417,42.8804,42.1916,212
hourly,test,random_forest_n100_depth20_leaf1,18,0.4494,0.6561,56.1555,41.5566,41.9495,212
hourly,test,random_forest_n100_depth20_leaf1,19,0.4519,0.6073,57.404,39.0869,34.8965,212
hourly,test,random_forest_n100_depth20_leaf1,20,0.4814,0.6254,48.6497,36.2411,32.719,212
hourly,test,random_forest_n100_depth20_leaf1,21,0.5083,0.648,49.1267,36.6754,33.5156,212
hourly,test,random_forest_n100_depth20_leaf1,22,0.4396,0.572,50.1378,35.9842,36.3711,212
hourly,test,random_forest_n100_depth20_leaf1,23,0.3424,0.4857,48.3514,39.987,40.3224,212
