Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,random_forest_n200_depthnone_leaf1,,0.381,0.5533,41.5592,32.4515,30.5115,5072
hourly,validation,random_forest_n200_depthnone_leaf1,0,0.2097,0.3132,36.9985,30.8963,33.2532,211
hourly,validation,random_forest_n200_depthnone_leaf1,1,0.156,0.2593,30.1606,25.8278,29.4675,211
hourly,validation,random_forest_n200_depthnone_leaf1,2,0.1473,0.2452,29.6254,25.8701,30.6438,211
hourly,validation,random_forest_n200_depthnone_leaf1,3,0.1234,0.2042,28.9001,24.4188,28.5907,211
hourly,validation,random_forest_n200_depthnone_leaf1,4,0.1386,0.1993,34.4213,29.6783,33.6987,211
hourly,validation,random_forest_n200_depthnone_leaf1,5,0.1588,0.2132,35.8953,32.7106,36.2551,211
hourly,validation,random_forest_n200_depthnone_leaf1,6,0.292,0.3713,46.2414,35.8553,35.2619,211
hourly,validation,random_forest_n200_depthnone_leaf1,7,0.5002,0.6174,45.711,35.3056,28.2337,212
hourly,validation,random_forest_n200_depthnone_leaf1,8,0.3705,0.4871,31.8792,25.8485,22.4565,212
hourly,validation,random_forest_n200_depthnone_leaf1,9,0.3217,0.4347,29.5652,23.1462,20.7159,212
hourly,validation,random_forest_n200_depthnone_leaf1,10,0.3335,0.4846,28.0915,23.6632,22.0739,212
hourly,validation,random_forest_n200_depthnone_leaf1,11,0.3975,0.6078,40.2445,28.8749,26.335,212
hourly,validation,random_forest_n200_depthnone_leaf1,12,0.4569,0.6601,43.8257,33.5476,31.3293,212
hourly,validation,random_forest_n200_depthnone_leaf1,13,0.43,0.571,49.603,36.5806,31.681,212
hourly,validation,random_forest_n200_depthnone_leaf1,14,0.4488,0.6368,54.6553,38.1184,35.7905,212
hourly,validation,random_forest_n200_depthnone_leaf1,15,0.4613,0.6789,54.2755,39.5898,38.8055,211
hourly,validation,random_forest_n200_depthnone_leaf1,16,0.404,0.5704,46.8524,36.7203,34.5214,211
hourly,validation,random_forest_n200_depthnone_leaf1,17,0.4881,0.7197,46.0153,37.6477,36.7487,211
hourly,validation,random_forest_n200_depthnone_leaf1,18,0.5205,0.7135,46.1242,35.3652,31.871,211
hourly,validation,random_forest_n200_depthnone_leaf1,19,0.6265,0.7827,38.8229,33.2794,30.1181,211
hourly,validation,random_forest_n200_depthnone_leaf1,20,0.6782,0.8449,41.8069,33.3303,29.606,211
hourly,validation,random_forest_n200_depthnone_leaf1,21,0.5586,0.6921,40.8711,30.231,27.1073,211
hourly,validation,random_forest_n200_depthnone_leaf1,22,0.5246,0.6368,54.064,37.8152,34.7792,211
hourly,validation,random_forest_n200_depthnone_leaf1,23,0.3975,0.5037,62.8134,44.5836,44.7235,211
summary,test,random_forest_n200_depthnone_leaf1,,0.3366,0.4806,46.2645,35.9615,35.1321,5073
hourly,test,random_forest_n200_depthnone_leaf1,0,0.2397,0.3901,35.6685,32.1425,36.3498,211
hourly,test,random_forest_n200_depthnone_leaf1,1,0.1875,0.2995,31.2961,29.4582,33.0259,211
hourly,test,random_forest_n200_depthnone_leaf1,2,0.1769,0.2725,32.1849,30.4076,33.4936,211
hourly,test,random_forest_n200_depthnone_leaf1,3,0.1337,0.219,27.1934,25.3908,28.6372,211
hourly,test,random_forest_n200_depthnone_leaf1,4,0.1671,0.2454,35.3338,32.1599,36.0446,211
hourly,test,random_forest_n200_depthnone_leaf1,5,0.1702,0.2632,38.5004,32.8126,37.9389,211
hourly,test,random_forest_n200_depthnone_leaf1,6,0.2669,0.3375,54.0717,38.8201,40.9903,211
hourly,test,random_forest_n200_depthnone_leaf1,7,0.428,0.5486,54.2038,38.9385,32.3688,211
hourly,test,random_forest_n200_depthnone_leaf1,8,0.3351,0.4424,42.3892,30.9329,26.6426,211
hourly,test,random_forest_n200_depthnone_leaf1,9,0.3402,0.4595,41.117,32.3679,28.3957,211
hourly,test,random_forest_n200_depthnone_leaf1,10,0.3759,0.5106,49.4942,36.643,33.0539,211
hourly,test,random_forest_n200_depthnone_leaf1,11,0.372,0.5303,46.8932,35.218,32.7202,211
hourly,test,random_forest_n200_depthnone_leaf1,12,0.3921,0.5585,46.3963,36.6188,35.4892,211
hourly,test,random_forest_n200_depthnone_leaf1,13,0.3498,0.462,45.7877,35.6462,33.584,211
hourly,test,random_forest_n200_depthnone_leaf1,14,0.394,0.5331,56.3172,41.9655,40.1058,211
hourly,test,random_forest_n200_depthnone_leaf1,15,0.3542,0.4883,49.0664,38.7764,39.0246,212
hourly,test,random_forest_n200_depthnone_leaf1,16,0.3313,0.4396,54.6899,40.0477,40.3647,212
hourly,test,random_forest_n200_depthnone_leaf1,17,0.372,0.5129,55.2351,42.7462,42.0845,212
hourly,test,random_forest_n200_depthnone_leaf1,18,0.4525,0.6619,57.0829,41.765,42.2347,212
hourly,test,random_forest_n200_depthnone_leaf1,19,0.4567,0.6115,58.2318,39.5547,35.2736,212
hourly,test,random_forest_n200_depthnone_leaf1,20,0.4784,0.6205,48.9806,36.2619,32.5142,212
hourly,test,random_forest_n200_depthnone_leaf1,21,0.508,0.6443,49.7518,36.8939,33.4954,212
hourly,test,random_forest_n200_depthnone_leaf1,22,0.4426,0.5709,50.3564,36.2736,36.6244,212
hourly,test,random_forest_n200_depthnone_leaf1,23,0.3512,0.4899,49.8369,41.0922,41.363,212
