Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,random_forest_n100_depth20_leaf5,,0.3773,0.55,40.5202,32.0913,30.2141,5072
hourly,validation,random_forest_n100_depth20_leaf5,0,0.204,0.2999,35.9448,30.1216,32.358,211
hourly,validation,random_forest_n100_depth20_leaf5,1,0.1543,0.2619,29.7538,25.4125,29.1379,211
hourly,validation,random_forest_n100_depth20_leaf5,2,0.1405,0.2418,28.0234,24.7481,29.2251,211
hourly,validation,random_forest_n100_depth20_leaf5,3,0.1203,0.206,27.4082,23.4058,27.8704,211
hourly,validation,random_forest_n100_depth20_leaf5,4,0.1324,0.1922,32.3395,28.4689,32.2045,211
hourly,validation,random_forest_n100_depth20_leaf5,5,0.1541,0.2092,34.3805,32.0387,35.1877,211
hourly,validation,random_forest_n100_depth20_leaf5,6,0.287,0.3652,45.3671,35.3131,34.6596,211
hourly,validation,random_forest_n100_depth20_leaf5,7,0.5115,0.6286,46.6868,36.0279,28.871,212
hourly,validation,random_forest_n100_depth20_leaf5,8,0.3811,0.49,32.3784,26.7167,23.0987,212
hourly,validation,random_forest_n100_depth20_leaf5,9,0.3171,0.4345,29.3925,23.0037,20.4194,212
hourly,validation,random_forest_n100_depth20_leaf5,10,0.3434,0.496,28.506,24.2965,22.7243,212
hourly,validation,random_forest_n100_depth20_leaf5,11,0.3941,0.6083,39.2773,28.7377,26.11,212
hourly,validation,random_forest_n100_depth20_leaf5,12,0.4551,0.6602,43.6197,33.5764,31.2075,212
hourly,validation,random_forest_n100_depth20_leaf5,13,0.4187,0.563,47.7162,35.8321,30.855,212
hourly,validation,random_forest_n100_depth20_leaf5,14,0.4405,0.6286,52.2038,37.3133,35.1349,212
hourly,validation,random_forest_n100_depth20_leaf5,15,0.4505,0.667,52.5505,39.075,37.9034,211
hourly,validation,random_forest_n100_depth20_leaf5,16,0.4051,0.5732,46.0535,36.8243,34.6203,211
hourly,validation,random_forest_n100_depth20_leaf5,17,0.4832,0.7199,45.3699,37.6104,36.3776,211
hourly,validation,random_forest_n100_depth20_leaf5,18,0.517,0.7093,45.2992,35.0882,31.6574,211
hourly,validation,random_forest_n100_depth20_leaf5,19,0.6208,0.7791,37.3347,32.9084,29.8475,211
hourly,validation,random_forest_n100_depth20_leaf5,20,0.6736,0.8386,41.059,33.0579,29.4043,211
hourly,validation,random_forest_n100_depth20_leaf5,21,0.5567,0.69,40.5214,30.0608,27.0155,211
hourly,validation,random_forest_n100_depth20_leaf5,22,0.5102,0.6191,52.1345,37.01,33.8244,211
hourly,validation,random_forest_n100_depth20_leaf5,23,0.3834,0.4838,59.1847,43.5964,43.1328,211
summary,test,random_forest_n100_depth20_leaf5,,0.3313,0.4769,44.6962,35.3644,34.5787,5073
hourly,test,random_forest_n100_depth20_leaf5,0,0.237,0.385,35.4606,31.8211,35.9435,211
hourly,test,random_forest_n100_depth20_leaf5,1,0.1821,0.2959,29.8592,28.6122,32.0681,211
hourly,test,random_forest_n100_depth20_leaf5,2,0.1724,0.2684,30.7919,29.7809,32.6476,211
hourly,test,random_forest_n100_depth20_leaf5,3,0.1299,0.2149,26.0654,24.7877,27.8292,211
hourly,test,random_forest_n100_depth20_leaf5,4,0.161,0.2397,33.6516,31.0127,34.7425,211
hourly,test,random_forest_n100_depth20_leaf5,5,0.1625,0.2533,36.4246,31.7067,36.2079,211
hourly,test,random_forest_n100_depth20_leaf5,6,0.2616,0.3303,53.0051,38.4117,40.1674,211
hourly,test,random_forest_n100_depth20_leaf5,7,0.4241,0.5423,52.3663,38.0863,32.0742,211
hourly,test,random_forest_n100_depth20_leaf5,8,0.3296,0.439,41.0698,30.5044,26.2059,211
hourly,test,random_forest_n100_depth20_leaf5,9,0.3335,0.4554,39.5575,31.7487,27.8344,211
hourly,test,random_forest_n100_depth20_leaf5,10,0.3701,0.5094,47.6991,36.0576,32.5416,211
hourly,test,random_forest_n100_depth20_leaf5,11,0.3748,0.5343,46.1435,35.4003,32.9673,211
hourly,test,random_forest_n100_depth20_leaf5,12,0.3782,0.5487,43.9785,35.2683,34.2265,211
hourly,test,random_forest_n100_depth20_leaf5,13,0.35,0.4656,45.1339,35.7025,33.6077,211
hourly,test,random_forest_n100_depth20_leaf5,14,0.3891,0.5291,54.8302,41.4459,39.6013,211
hourly,test,random_forest_n100_depth20_leaf5,15,0.3441,0.4801,46.7878,37.955,37.9116,212
hourly,test,random_forest_n100_depth20_leaf5,16,0.3234,0.4344,52.8188,39.2704,39.4034,212
hourly,test,random_forest_n100_depth20_leaf5,17,0.3666,0.5091,54.1792,42.4611,41.4767,212
hourly,test,random_forest_n100_depth20_leaf5,18,0.4489,0.6525,54.6707,41.6361,41.9008,212
hourly,test,random_forest_n100_depth20_leaf5,19,0.4412,0.6013,55.5545,38.4481,34.0756,212
hourly,test,random_forest_n100_depth20_leaf5,20,0.4796,0.6215,48.0699,35.9353,32.5973,212
hourly,test,random_forest_n100_depth20_leaf5,21,0.5072,0.6448,48.2038,36.4693,33.4453,212
hourly,test,random_forest_n100_depth20_leaf5,22,0.4415,0.5682,49.4479,36.3996,36.5364,212
hourly,test,random_forest_n100_depth20_leaf5,23,0.3404,0.4923,46.6818,39.6827,40.083,212
