Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,random_forest_n200_depthnone_leaf5,,0.3771,0.5499,40.4575,32.0792,30.1995,5072
hourly,validation,random_forest_n200_depthnone_leaf5,0,0.2067,0.3046,36.5186,30.5396,32.7854,211
hourly,validation,random_forest_n200_depthnone_leaf5,1,0.1548,0.2602,29.7085,25.5423,29.2348,211
hourly,validation,random_forest_n200_depthnone_leaf5,2,0.1424,0.2458,28.2809,24.864,29.6274,211
hourly,validation,random_forest_n200_depthnone_leaf5,3,0.1208,0.2049,27.5861,23.616,27.9857,211
hourly,validation,random_forest_n200_depthnone_leaf5,4,0.1332,0.1931,32.568,28.6359,32.3961,211
hourly,validation,random_forest_n200_depthnone_leaf5,5,0.1534,0.2085,34.2037,31.8365,35.0114,211
hourly,validation,random_forest_n200_depthnone_leaf5,6,0.2832,0.3628,44.8101,35.0104,34.2057,211
hourly,validation,random_forest_n200_depthnone_leaf5,7,0.5141,0.6311,46.4333,36.2082,29.0159,212
hourly,validation,random_forest_n200_depthnone_leaf5,8,0.3812,0.4907,32.2437,26.6854,23.1044,212
hourly,validation,random_forest_n200_depthnone_leaf5,9,0.3186,0.4342,29.3774,23.0465,20.5164,212
hourly,validation,random_forest_n200_depthnone_leaf5,10,0.3405,0.4923,28.2472,24.1143,22.5316,212
hourly,validation,random_forest_n200_depthnone_leaf5,11,0.3912,0.6049,38.613,28.5228,25.9185,212
hourly,validation,random_forest_n200_depthnone_leaf5,12,0.4545,0.6562,43.5125,33.5957,31.1652,212
hourly,validation,random_forest_n200_depthnone_leaf5,13,0.4191,0.5629,47.4399,35.8401,30.8823,212
hourly,validation,random_forest_n200_depthnone_leaf5,14,0.4427,0.6304,52.662,37.5884,35.3089,212
hourly,validation,random_forest_n200_depthnone_leaf5,15,0.448,0.6651,52.5158,38.8843,37.6876,211
hourly,validation,random_forest_n200_depthnone_leaf5,16,0.3993,0.5678,45.4554,36.4053,34.1187,211
hourly,validation,random_forest_n200_depthnone_leaf5,17,0.4809,0.7149,44.8519,37.4197,36.2086,211
hourly,validation,random_forest_n200_depthnone_leaf5,18,0.5142,0.7081,44.8789,34.8632,31.4878,211
hourly,validation,random_forest_n200_depthnone_leaf5,19,0.6254,0.7834,37.599,33.0558,30.0677,211
hourly,validation,random_forest_n200_depthnone_leaf5,20,0.6762,0.8426,41.0609,33.1412,29.5203,211
hourly,validation,random_forest_n200_depthnone_leaf5,21,0.5554,0.69,40.4365,30.0303,26.953,211
hourly,validation,random_forest_n200_depthnone_leaf5,22,0.5083,0.6204,52.2337,36.8463,33.6994,211
hourly,validation,random_forest_n200_depthnone_leaf5,23,0.3862,0.4893,59.7683,43.6615,43.4476,211
summary,test,random_forest_n200_depthnone_leaf5,,0.3305,0.4759,44.5836,35.3336,34.4965,5073
hourly,test,random_forest_n200_depthnone_leaf5,0,0.2366,0.386,35.1952,31.6444,35.8881,211
hourly,test,random_forest_n200_depthnone_leaf5,1,0.1822,0.2966,29.8237,28.5492,32.082,211
hourly,test,random_forest_n200_depthnone_leaf5,2,0.1709,0.2651,30.5247,29.5451,32.3652,211
hourly,test,random_forest_n200_depthnone_leaf5,3,0.1301,0.2144,26.1648,24.875,27.8592,211
hourly,test,random_forest_n200_depthnone_leaf5,4,0.1622,0.2409,33.8988,31.2896,34.9939,211
hourly,test,random_forest_n200_depthnone_leaf5,5,0.1624,0.2533,36.4137,31.7269,36.1925,211
hourly,test,random_forest_n200_depthnone_leaf5,6,0.258,0.3285,52.305,38.0613,39.6231,211
hourly,test,random_forest_n200_depthnone_leaf5,7,0.4262,0.5446,52.5999,38.3887,32.2297,211
hourly,test,random_forest_n200_depthnone_leaf5,8,0.328,0.4376,40.974,30.3967,26.0804,211
hourly,test,random_forest_n200_depthnone_leaf5,9,0.3334,0.4559,39.3624,31.6597,27.8246,211
hourly,test,random_forest_n200_depthnone_leaf5,10,0.3693,0.5081,47.6891,36.0886,32.469,211
hourly,test,random_forest_n200_depthnone_leaf5,11,0.3725,0.5313,45.769,35.2454,32.7646,211
hourly,test,random_forest_n200_depthnone_leaf5,12,0.379,0.5481,44.0097,35.4731,34.3038,211
hourly,test,random_forest_n200_depthnone_leaf5,13,0.3499,0.4629,45.0838,35.738,33.5994,211
hourly,test,random_forest_n200_depthnone_leaf5,14,0.3876,0.5273,55.0026,41.4337,39.4566,211
hourly,test,random_forest_n200_depthnone_leaf5,15,0.3437,0.4812,46.7374,37.8995,37.8744,212
hourly,test,random_forest_n200_depthnone_leaf5,16,0.3223,0.4325,52.4113,39.2352,39.2583,212
hourly,test,random_forest_n200_depthnone_leaf5,17,0.3645,0.505,53.8235,42.3194,41.2425,212
hourly,test,random_forest_n200_depthnone_leaf5,18,0.4487,0.6546,54.8165,41.5368,41.8798,212
hourly,test,random_forest_n200_depthnone_leaf5,19,0.4404,0.5993,55.0934,38.3391,34.0134,212
hourly,test,random_forest_n200_depthnone_leaf5,20,0.4773,0.6197,47.7349,35.8687,32.4453,212
hourly,test,random_forest_n200_depthnone_leaf5,21,0.5005,0.6386,47.7785,36.119,33.0072,212
hourly,test,random_forest_n200_depthnone_leaf5,22,0.4392,0.5656,49.1659,36.2488,36.3435,212
hourly,test,random_forest_n200_depthnone_leaf5,23,0.3448,0.4962,47.3741,40.1833,40.6072,212
