Model,selection_metric,sequence_length,batch_size,hidden_size,num_layers,dropout,learning_rate,max_epochs,patience,validation_MAE,validation_RMSE,validation_MAPE,validation_sMAPE,validation_WAPE,test_MAE,test_RMSE,test_MAPE,test_sMAPE,test_WAPE
lstm_seq48_h64_l2_d0p2_lr0p0005_bs64,validation_MAE,48,64,64,2,0.2,0.0005,80,10,0.3704,0.5401,37.0087,31.3771,29.7089,0.3267,0.4826,39.308,34.5356,33.9633
