Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,,0.3801,0.5422,39.9188,32.4643,30.4511,5024
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,0,0.2162,0.3289,35.3403,30.9951,34.1924,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,1,0.1741,0.2983,29.6598,27.614,32.7501,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,2,0.1431,0.2424,26.198,24.868,29.8615,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,3,0.1328,0.2072,29.6093,26.0144,30.6787,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,4,0.1341,0.1939,32.1936,28.8066,32.54,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,5,0.1679,0.2278,38.7663,34.6056,38.2542,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,6,0.3059,0.3949,43.3264,36.2164,37.0732,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,7,0.4995,0.6306,44.1097,34.4031,28.2114,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,8,0.3975,0.5154,33.6919,26.7902,24.1059,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,9,0.3571,0.4714,31.4382,25.4721,23.0235,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,10,0.3614,0.4919,29.1881,26.0334,23.9095,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,11,0.4326,0.6365,39.2402,31.3538,28.6538,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,12,0.4352,0.6177,42.6278,32.6383,29.8788,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,13,0.4254,0.5674,46.6296,36.2303,31.3912,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,14,0.4374,0.6102,49.2786,37.8327,34.9559,210
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,15,0.446,0.6444,49.4183,39.3553,37.4642,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,16,0.4027,0.5619,46.0485,37.3628,34.4629,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,17,0.4815,0.6698,49.8152,38.7937,36.188,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,18,0.5351,0.6934,49.5184,36.5414,32.6783,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,19,0.6333,0.7757,40.4341,32.7997,30.4464,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,20,0.6441,0.7955,42.7901,31.4482,28.2869,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,21,0.52,0.6464,37.4752,28.5167,25.3712,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,22,0.4758,0.5946,41.3064,34.9087,31.4684,209
hourly,validation,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,23,0.3611,0.4848,49.9618,39.5867,40.5151,209
summary,test,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,,0.3302,0.4811,41.6564,34.9086,34.4182,5025
hourly,test,lstm_seq24_h32_l2_d0p3_lr0p0005_bs64,0,0.2431,0.41,32.9054,32.316,36.8567,209
