epoch,train_loss,validation_loss
1,0.483007,0.401578
2,0.40806,0.369038
3,0.387862,0.350708
4,0.376272,0.356526
5,0.367858,0.354122
6,0.363289,0.349923
7,0.358201,0.363157
8,0.354913,0.349086
9,0.352192,0.358019
10,0.351229,0.348733
11,0.345066,0.354629
12,0.342073,0.346388
13,0.340275,0.351757
14,0.33511,0.363841
15,0.332464,0.348418
16,0.32928,0.351807
17,0.32599,0.345273
18,0.322269,0.367472
19,0.317041,0.358296
20,0.314907,0.354354
21,0.310052,0.37292
22,0.306361,0.36819
23,0.30173,0.369675
24,0.295331,0.363706
25,0.293621,0.372581
26,0.288043,0.388457
27,0.283993,0.385371
