epoch,train_loss,validation_loss
1,0.49719,0.414691
2,0.411497,0.385964
3,0.392295,0.373384
4,0.377737,0.355388
5,0.369303,0.351101
6,0.363342,0.355817
7,0.359258,0.344449
8,0.357057,0.348177
9,0.35379,0.357769
10,0.351172,0.346406
11,0.348892,0.345531
12,0.346837,0.342385
13,0.343927,0.343058
14,0.34267,0.342208
15,0.340057,0.346383
16,0.3371,0.347252
17,0.335387,0.343149
18,0.333179,0.346724
19,0.331174,0.351571
20,0.329529,0.346464
21,0.327041,0.3504
22,0.324946,0.34472
23,0.322133,0.351742
24,0.319701,0.35122
