Report_Type,Dataset,Model,Hour,MAE,RMSE,MAPE,sMAPE,WAPE,Broj_redova
summary,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,,0.3714,0.5384,38.0545,31.6183,29.7588,5024
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,0,0.2231,0.3226,38.6632,33.3978,35.2793,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,1,0.1745,0.2924,30.7147,28.4129,32.8338,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,2,0.1452,0.2435,27.7903,25.3057,30.2808,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,3,0.1284,0.2158,28.0162,24.2762,29.6551,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,4,0.1211,0.2129,25.8106,24.6379,29.3907,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,5,0.1547,0.2303,33.2965,31.0692,35.2415,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,6,0.3058,0.3973,44.3309,35.8049,37.062,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,7,0.5062,0.6204,47.0229,35.1946,28.5915,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,8,0.3776,0.4946,31.1531,26.0992,22.8991,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,9,0.3556,0.4692,30.6304,25.7173,22.9253,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,10,0.3527,0.4879,28.0768,25.1246,23.3284,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,11,0.4239,0.6368,38.5831,30.5012,28.0748,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,12,0.4276,0.6231,40.8776,32.2724,29.3543,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,13,0.4167,0.5658,43.7893,35.5848,30.7493,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,14,0.4366,0.616,47.7187,37.3984,34.8955,210
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,15,0.4387,0.6432,47.4495,38.0076,36.8518,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,16,0.3911,0.5617,41.9332,35.2809,33.4681,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,17,0.4625,0.6813,42.7269,35.8799,34.7645,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,18,0.5275,0.7008,44.2025,35.934,32.2149,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,19,0.6164,0.7706,36.6861,32.5071,29.6337,209
hourly,validation,gru_seq24_h64_l1_d0p0_lr0p0005_bs64,20,0.625,0.7739,39.5452,30.7873,27.4504,209
